Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Solomon Islands,SLB,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,54.9,60.5,63.6,67.6,71.5,75.4,75.4,81.3,81.1,
Solomon Islands,SLB,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,69.4,70.7,72.9,75.0,77.1,79.2,79.0,81.2,82.3,
"Somalia, Fed. Rep.",SOM,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,2.3,2.6,3.0,3.5,3.7,4.3,4.8,5.4,,
"Somalia, Fed. Rep.",SOM,Access to electricity (% of total population),EG.ELC.ACCS.ZS,51.1,52.1,50.7,49.2,49.9,49.3,48.9,50.3,54.4,
"Somalia, Fed. Rep.",SOM,Population growth (annual %),SP.POP.GROW,3.8489103342184,3.88144974373944,3.52933303532182,3.67525774477084,3.79592066888979,3.65720037777736,3.0251275475745,3.07939219638342,3.48215481810475,3.3397984923678
"Somalia, Fed. Rep.",SOM,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,37.3,38.4,35.3,,32.3,30.6,30.7,23.9,24.4,
"Somalia, Fed. Rep.",SOM,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,68.9,69.3,69.7,69.9,70.3,70.6,76.7,79.0,73.4,
South Africa,ZAF,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,85.0,85.8,86.6,87.3,88.1,88.7,89.2,89.8,,
South Africa,ZAF,Access to electricity (% of total population),EG.ELC.ACCS.ZS,83.9,84.4,84.7,85.0,90.0,89.3,86.5,87.7,90.2,
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,0.940521897823675,0.653837462693277,1.68236992028419,1.64957495527878,1.62216431400652,1.54055743832642,1.41397227960081,1.32810094082844,1.24951426055192,1.14969203871645
South Africa,ZAF,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,77.9,79.1,79.7,80.4,95.5,93.4,93.4,94.0,86.3,
South Africa,ZAF,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,87.1,87.2,87.2,87.3,87.3,87.4,87.1,96.0,92.4,
South Asia,SAS,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,47.7852760570284,50.9932969202059,54.3997607304664,57.7624633701574,61.253259249948,64.6274277793323,67.5580327508597,70.5783520488242,,
South Asia,SAS,Access to electricity (% of total population),EG.ELC.ACCS.ZS,88.3184480403398,91.3983728307397,94.8192024055978,95.4698953988653,96.4013617397441,99.3693129133951,99.0895114731934,99.4087889697405,99.8246424902051,
South Asia,SAS,Population growth (annual %),SP.POP.GROW,1.14742662932202,1.11322183437414,1.0528841436166,1.01724945450809,0.970749727379122,0.842298209099239,0.805672047808918,0.880272546944629,0.886479316682577,0.882496398833338
South Asia,SAS,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,83.4714021385025,87.6922741949142,92.6372386562574,93.3714324437154,95.2834463102927,99.225480726567,99.075948466226,99.203337716228,99.8174261769095,
South Asia,SAS,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,97.682281797776,98.6627796865702,98.7597454061309,99.4218623266422,98.7309019754558,99.7715650861024,99.9210216052331,99.8175075006245,99.9423412131761,
South Asia (IDA & IBRD),TSA,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,47.7852760570284,50.9932969202059,54.3997607304664,57.7624633701574,61.253259249948,64.6274277793323,67.5580327508597,70.5783520488242,,
South Asia (IDA & IBRD),TSA,Access to electricity (% of total population),EG.ELC.ACCS.ZS,88.3184480403398,91.3983728307397,94.8192024055978,95.4698953988653,96.4013617397441,99.3693129133951,99.0895114731934,99.4087889697405,99.8246424902051,
South Asia (IDA & IBRD),TSA,Population growth (annual %),SP.POP.GROW,1.14742662932202,1.11322183437414,1.0528841436166,1.01724945450809,0.970749727379122,0.842298209099239,0.805672047808918,0.880272546944629,0.886479316682577,0.882496398833338
South Asia (IDA & IBRD),TSA,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,83.4714021385025,87.6922741949142,92.6372386562574,93.3714324437154,95.2834463102927,99.225480726567,99.075948466226,99.203337716228,99.8174261769095,
South Asia (IDA & IBRD),TSA,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,97.682281797776,98.6627796865702,98.7597454061309,99.4218623266422,98.7309019754558,99.7715650861024,99.9210216052331,99.8175075006245,99.9423412131761,
South Sudan,SSD,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
South Sudan,SSD,Access to electricity (% of total population),EG.ELC.ACCS.ZS,5.3,4.2,6.3,6.8,7.3,7.7,8.4,5.4,5.4,
South Sudan,SSD,Population growth (annual %),SP.POP.GROW,-2.52965683465808,-5.41590990485178,-1.33625896422837,2.92439531185626,2.60487164966918,1.55179411079181,1.42002025455897,4.10816463205266,3.92792442239756,2.0337018417734
South Sudan,SSD,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,3.7,2.9,4.8,5.1,5.4,5.7,1.7,1.8,0.7,
South Sudan,SSD,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,12.1,9.6,12.6,13.6,14.6,15.6,15.0,19.1,22.8,
Spain,ESP,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
Spain,ESP,Access to electricity (% of total population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Spain,ESP,Population growth (annual %),SP.POP.GROW,0.0771658726133905,0.243134086570712,0.451573724507016,0.716697775475724,0.510010189620998,0.178046695121711,0.718854879160094,1.17836618688432,1.02121260938381,1.03113431966787
Spain,ESP,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Spain,ESP,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
Sri Lanka,LKA,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,27.4,28.6,30.0,31.0,32.1,33.2,34.2,35.4,,
Sri Lanka,LKA,Access to electricity (% of total population),EG.ELC.ACCS.ZS,97.5,97.5,99.6,99.8,100.0,100.0,100.0,100.0,100.0,
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,1.13327749793807,1.14388758411593,1.0064319813899,0.611875945764341,0.530626559530355,1.07544995696428,0.112772639779474,-0.651320770103285,-0.550589519145017,-0.732738211545502
Sri Lanka,LKA,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,97.2,96.9,99.5,99.7,100.0,100.0,100.0,100.0,100.0,
Sri Lanka,LKA,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Kitts and Nevis,KNA,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,
St. Kitts and Nevis,KNA,Access to electricity (% of total population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,-0.0254879889232652,-0.0531208511827516,-0.0893066039921832,-0.119199673543347,-0.174799132141861,-0.228551998925832,-0.11554263524381,0.104849849656036,0.181622041143753,0.168506412185747
St. Kitts and Nevis,KNA,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Kitts and Nevis,KNA,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Lucia,LCA,Access to Clean Fuels and Technologies for cooking (% of total population),EG.CFT.ACCS.ZS,95.1,94.6,94.3,94.0,93.5,93.0,92.7,92.1,,
St. Lucia,LCA,Access to electricity (% of total population),EG.ELC.ACCS.ZS,99.8,99.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,0.422763651310013,0.395468542730377,0.382048183874964,0.3631466895222,0.330981923965865,0.152478363043745,0.144975018605125,0.281512532799571,0.255689791113258,0.225066989889272
St. Lucia,LCA,energy_poverty_electricity_rural (% of rural population),EG.ELC.ACCS.RU.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Lucia,LCA,energy_poverty_electricity_urban (% of urban population),EG.ELC.ACCS.UR.ZS,96.0,96.5,97.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Martin (French part),MAF,Access to electricity (% of total population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,-0.520499136043373,-0.913371749973348,-2.26505586002549,-4.96694243141292,-7.51568506574733,-5.91294053455205,-3.70935422542636,-4.80716831631216,-5.16855018990472,-4.65327729336626
