datetime,country,electricity_demand (MWh),renewables_electricity (MWh)
2020-01-01 00:00:00,South Africa,20519.17,1014.503
2020-01-01 01:00:00,South Africa,19965.51,851.042
2020-01-01 02:00:00,South Africa,19582.55,692.331
2020-01-01 03:00:00,South Africa,19234.17,579.94
2020-01-01 04:00:00,South Africa,19246.7,494.134
2020-01-01 05:00:00,South Africa,19249.6,533.379
2020-01-01 06:00:00,South Africa,19250.9,686.596
2020-01-01 07:00:00,South Africa,19877.43,1154.422
2020-01-01 08:00:00,South Africa,20487.65,1473.641
2020-01-01 09:00:00,South Africa,21577.07,1698.139
2020-01-01 10:00:00,South Africa,22037.17,1832.925
2020-01-01 11:00:00,South Africa,22060.24,2004.731
2020-01-01 12:00:00,South Africa,21828.42,2185.376
2020-01-01 13:00:00,South Africa,21404.01,2183.595
2020-01-01 14:00:00,South Africa,20959.05,2248.288
2020-01-01 15:00:00,South Africa,20640.86,2352.455
2020-01-01 16:00:00,South Africa,20321.6,2476.678
2020-01-01 17:00:00,South Africa,20655.38,2420.891
2020-01-01 18:00:00,South Africa,21091.78,2138.697
2020-01-01 19:00:00,South Africa,22149.98,1856.557
2020-01-01 20:00:00,South Africa,22003.99,1744.182
2020-01-01 21:00:00,South Africa,20782.09,1705.166
2020-01-01 22:00:00,South Africa,19621.56,1357.042
2020-01-01 23:00:00,South Africa,18828.63,1192.041
2020-01-02 00:00:00,South Africa,18412.0,964.373
2020-01-02 01:00:00,South Africa,18186.52,854.171
2020-01-02 02:00:00,South Africa,18216.76,786.014
2020-01-02 03:00:00,South Africa,18379.24,666.751
2020-01-02 04:00:00,South Africa,18495.24,645.243
2020-01-02 05:00:00,South Africa,19641.53,611.546
2020-01-02 06:00:00,South Africa,20163.96,736.122
2020-01-02 07:00:00,South Africa,20948.55,1177.437
2020-01-02 08:00:00,South Africa,22225.37,1583.871
2020-01-02 09:00:00,South Africa,22492.542,1739.611
2020-01-02 10:00:00,South Africa,23215.549,1915.186
2020-01-02 11:00:00,South Africa,23083.71,2093.006
2020-01-02 12:00:00,South Africa,23018.4,2143.236
2020-01-02 13:00:00,South Africa,22716.62,2345.11
2020-01-02 14:00:00,South Africa,22637.35,2447.381
2020-01-02 15:00:00,South Africa,22850.76,2482.642
2020-01-02 16:00:00,South Africa,23130.698,2400.103
2020-01-02 17:00:00,South Africa,23287.58,2340.949
2020-01-02 18:00:00,South Africa,23856.706,1993.349
2020-01-02 19:00:00,South Africa,24956.712,1753.089
2020-01-02 20:00:00,South Africa,24401.047,1648.512
2020-01-02 21:00:00,South Africa,23013.193,1517.041
2020-01-02 22:00:00,South Africa,21913.447,1107.821
2020-01-02 23:00:00,South Africa,20780.109,993.809
2020-01-03 00:00:00,South Africa,20056.92,894.304
2020-01-03 01:00:00,South Africa,19720.75,743.353
2020-01-03 02:00:00,South Africa,19736.63,606.617
2020-01-03 03:00:00,South Africa,19912.86,498.885
2020-01-03 04:00:00,South Africa,20312.74,416.198
2020-01-03 05:00:00,South Africa,21156.34,440.163
2020-01-03 06:00:00,South Africa,22077.87,533.403
2020-01-03 07:00:00,South Africa,22731.89,906.202
2020-01-03 08:00:00,South Africa,23899.37,1466.019
2020-01-03 09:00:00,South Africa,24281.28,1839.905
2020-01-03 10:00:00,South Africa,24367.19,2161.438
2020-01-03 11:00:00,South Africa,24244.743,2364.598
2020-01-03 12:00:00,South Africa,24022.734,2299.815
2020-01-03 13:00:00,South Africa,23889.46,2208.343
2020-01-03 14:00:00,South Africa,23800.591,2210.281
2020-01-03 15:00:00,South Africa,23716.068,2300.083
2020-01-03 16:00:00,South Africa,24119.103,2223.788
2020-01-03 17:00:00,South Africa,24217.142,2012.332
2020-01-03 18:00:00,South Africa,24358.894,1755.172
2020-01-03 19:00:00,South Africa,25201.103,1442.497
2020-01-03 20:00:00,South Africa,24122.704,1364.271
2020-01-03 21:00:00,South Africa,23032.959,1240.817
2020-01-03 22:00:00,South Africa,22328.627,875.691
2020-01-03 23:00:00,South Africa,21372.42,746.72
2020-01-04 00:00:00,South Africa,20392.323,586.691
2020-01-04 01:00:00,South Africa,20180.994,387.633
2020-01-04 02:00:00,South Africa,19862.619,301.866
2020-01-04 03:00:00,South Africa,19602.152,324.935
2020-01-04 04:00:00,South Africa,20033.447,345.023
2020-01-04 05:00:00,South Africa,20446.576,338.759
2020-01-04 06:00:00,South Africa,20923.984,483.786
2020-01-04 07:00:00,South Africa,22013.765,894.418
2020-01-04 08:00:00,South Africa,22895.446,1458.303
2020-01-04 09:00:00,South Africa,23445.737,1770.945
2020-01-04 10:00:00,South Africa,23537.96,1919.506
2020-01-04 11:00:00,South Africa,23218.807,2161.277
2020-01-04 12:00:00,South Africa,23188.829,2303.71
2020-01-04 13:00:00,South Africa,23079.947,2258.291
2020-01-04 14:00:00,South Africa,22959.53,2239.4
2020-01-04 15:00:00,South Africa,22424.703,2335.054
2020-01-04 16:00:00,South Africa,22722.906,2236.153
2020-01-04 17:00:00,South Africa,23172.623,2042.934
2020-01-04 18:00:00,South Africa,23719.038,1746.382
2020-01-04 19:00:00,South Africa,24813.582,1419.209
2020-01-04 20:00:00,South Africa,24337.7,1233.335
2020-01-04 21:00:00,South Africa,22618.075,1140.234
2020-01-04 22:00:00,South Africa,21341.798,809.568
2020-01-04 23:00:00,South Africa,20278.954,764.77
2020-01-05 00:00:00,South Africa,19718.25,752.881
2020-01-05 01:00:00,South Africa,19272.808,843.075
2020-01-05 02:00:00,South Africa,18973.054,942.57
2020-01-05 03:00:00,South Africa,19074.933,887.857
2020-01-05 04:00:00,South Africa,19444.23,806.884
2020-01-05 05:00:00,South Africa,19795.989,769.399
2020-01-05 06:00:00,South Africa,20781.699,888.623
2020-01-05 07:00:00,South Africa,21972.518,1350.656
2020-01-05 08:00:00,South Africa,22762.334,1941.808
2020-01-05 09:00:00,South Africa,23186.641,2218.324
2020-01-05 10:00:00,South Africa,22922.907,2410.845
2020-01-05 11:00:00,South Africa,22742.787,2615.659
2020-01-05 12:00:00,South Africa,22545.205,2842.967
2020-01-05 13:00:00,South Africa,21955.42,3004.195
2020-01-05 14:00:00,South Africa,21395.926,3044.834
2020-01-05 15:00:00,South Africa,21486.289,2805.772
2020-01-05 16:00:00,South Africa,21887.874,2480.894
2020-01-05 17:00:00,South Africa,22529.965,2126.227
2020-01-05 18:00:00,South Africa,23295.747,1683.933
2020-01-05 19:00:00,South Africa,24633.371,1336.661
2020-01-05 20:00:00,South Africa,24837.776,1194.231
2020-01-05 21:00:00,South Africa,23036.998,1112.562
2020-01-05 22:00:00,South Africa,21608.085,856.226
2020-01-05 23:00:00,South Africa,20910.71,778.905
2020-01-06 00:00:00,South Africa,20386.09,580.358
2020-01-06 01:00:00,South Africa,20176.59,433.239
2020-01-06 02:00:00,South Africa,20161.01,409.752
2020-01-06 03:00:00,South Africa,20262.1,394.031
2020-01-06 04:00:00,South Africa,20886.61,342.627
2020-01-06 05:00:00,South Africa,21844.49,356.562
2020-01-06 06:00:00,South Africa,22496.94,472.522
2020-01-06 07:00:00,South Africa,23490.07,931.482
2020-01-06 08:00:00,South Africa,24973.18,1342.692
2020-01-06 09:00:00,South Africa,25443.15,1640.073
2020-01-06 10:00:00,South Africa,25478.39,1893.895
2020-01-06 11:00:00,South Africa,25220.492,2035.073
2020-01-06 12:00:00,South Africa,25228.051,2036.438
2020-01-06 13:00:00,South Africa,25225.415,1963.881
2020-01-06 14:00:00,South Africa,25234.588,2125.583
2020-01-06 15:00:00,South Africa,25663.666,2038.99
2020-01-06 16:00:00,South Africa,26094.779,1902.912
2020-01-06 17:00:00,South Africa,26019.14,1783.695
2020-01-06 18:00:00,South Africa,25997.274,1650.415
2020-01-06 19:00:00,South Africa,27034.694,1303.19
2020-01-06 20:00:00,South Africa,26001.693,1096.678
2020-01-06 21:00:00,South Africa,24363.08,853.012
2020-01-06 22:00:00,South Africa,23184.586,571.931
2020-01-06 23:00:00,South Africa,22238.699,600.79
2020-01-07 00:00:00,South Africa,21322.317,565.711
2020-01-07 01:00:00,South Africa,20781.082,670.329
2020-01-07 02:00:00,South Africa,20994.14,435.165
2020-01-07 03:00:00,South Africa,21317.27,407.38
2020-01-07 04:00:00,South Africa,21870.17,454.258
2020-01-07 05:00:00,South Africa,22725.23,508.535
2020-01-07 06:00:00,South Africa,23710.99,567.189
2020-01-07 07:00:00,South Africa,23983.27,868.604
2020-01-07 08:00:00,South Africa,25758.117,1191.996
2020-01-07 09:00:00,South Africa,26229.841,1274.962
2020-01-07 10:00:00,South Africa,26459.663,1290.864
2020-01-07 11:00:00,South Africa,26833.267,1261.567
2020-01-07 12:00:00,South Africa,26357.422,1462.752
2020-01-07 13:00:00,South Africa,26132.266,1672.898
2020-01-07 14:00:00,South Africa,26053.024,1587.497
2020-01-07 15:00:00,South Africa,26302.198,1527.589
2020-01-07 16:00:00,South Africa,26674.3,1394.119
2020-01-07 17:00:00,South Africa,27220.813,989.44
2020-01-07 18:00:00,South Africa,27177.032,891.069
2020-01-07 19:00:00,South Africa,27754.098,924.423
2020-01-07 20:00:00,South Africa,26883.405,887.175
2020-01-07 21:00:00,South Africa,25403.878,782.065
2020-01-07 22:00:00,South Africa,23979.786,535.374
2020-01-07 23:00:00,South Africa,22569.831,565.53
2020-01-08 00:00:00,South Africa,22104.221,693.347
2020-01-08 01:00:00,South Africa,21640.967,804.004
2020-01-08 02:00:00,South Africa,21486.308,600.28
2020-01-08 03:00:00,South Africa,21632.358,534.948
2020-01-08 04:00:00,South Africa,22124.299,581.577
2020-01-08 05:00:00,South Africa,23144.022,554.763
2020-01-08 06:00:00,South Africa,23980.79,610.439
2020-01-08 07:00:00,South Africa,24781.33,705.347
2020-01-08 08:00:00,South Africa,26563.42,915.923
2020-01-08 09:00:00,South Africa,27102.46,1007.12
2020-01-08 10:00:00,South Africa,27311.95,1228.994
2020-01-08 11:00:00,South Africa,27111.35,1356.915
2020-01-08 12:00:00,South Africa,27110.67,1471.284
2020-01-08 13:00:00,South Africa,26778.62,1634.204
2020-01-08 14:00:00,South Africa,26748.45,1658.489
2020-01-08 15:00:00,South Africa,27031.65,1643.239
2020-01-08 16:00:00,South Africa,26787.44,1649.254
2020-01-08 17:00:00,South Africa,26976.9,1428.341
2020-01-08 18:00:00,South Africa,26998.93,1269.865
2020-01-08 19:00:00,South Africa,28042.69,1042.726
2020-01-08 20:00:00,South Africa,27355.454,1046.055
2020-01-08 21:00:00,South Africa,25851.915,1025.731
2020-01-08 22:00:00,South Africa,23927.302,769.267
2020-01-08 23:00:00,South Africa,22672.833,715.532
2020-01-09 00:00:00,South Africa,22094.238,793.494
2020-01-09 01:00:00,South Africa,21752.667,849.138
2020-01-09 02:00:00,South Africa,21524.033,896.437
2020-01-09 03:00:00,South Africa,21670.137,804.176
2020-01-09 04:00:00,South Africa,22545.869,714.874
2020-01-09 05:00:00,South Africa,23827.778,602.073
2020-01-09 06:00:00,South Africa,24571.392,770.589
2020-01-09 07:00:00,South Africa,25337.523,1095.336
2020-01-09 08:00:00,South Africa,25971.407,1764.677
2020-01-09 09:00:00,South Africa,26482.789,2050.256
2020-01-09 10:00:00,South Africa,26732.545,2244.883
2020-01-09 11:00:00,South Africa,26694.391,2363.964
2020-01-09 12:00:00,South Africa,26623.348,2500.84
2020-01-09 13:00:00,South Africa,26635.32,2483.783
2020-01-09 14:00:00,South Africa,26611.958,2512.731
2020-01-09 15:00:00,South Africa,26688.618,2477.179
2020-01-09 16:00:00,South Africa,26776.052,2499.935
2020-01-09 17:00:00,South Africa,26967.463,2278.403
2020-01-09 18:00:00,South Africa,27429.273,1853.978
2020-01-09 19:00:00,South Africa,28275.82,1535.267
2020-01-09 20:00:00,South Africa,27860.503,1391.919
2020-01-09 21:00:00,South Africa,25295.849,1388.234
2020-01-09 22:00:00,South Africa,23621.246,1074.466
2020-01-09 23:00:00,South Africa,22584.291,940.247
2020-01-10 00:00:00,South Africa,21624.174,838.977
2020-01-10 01:00:00,South Africa,21208.556,846.368
2020-01-10 02:00:00,South Africa,21145.076,856.812
2020-01-10 03:00:00,South Africa,21326.669,722.357
2020-01-10 04:00:00,South Africa,22027.319,646.896
2020-01-10 05:00:00,South Africa,23157.26,747.507
2020-01-10 06:00:00,South Africa,23993.718,969.172
2020-01-10 07:00:00,South Africa,25010.755,1410.251
2020-01-10 08:00:00,South Africa,26107.123,1964.466
2020-01-10 09:00:00,South Africa,26595.536,2328.113
2020-01-10 10:00:00,South Africa,26983.405,2460.56
2020-01-10 11:00:00,South Africa,27105.363,2445.629
2020-01-10 12:00:00,South Africa,26805.686,2451.641
2020-01-10 13:00:00,South Africa,26312.531,2522.74
2020-01-10 14:00:00,South Africa,26128.713,2528.088
2020-01-10 15:00:00,South Africa,26149.952,2433.95
2020-01-10 16:00:00,South Africa,26295.476,2283.762
2020-01-10 17:00:00,South Africa,26193.929,2159.876
2020-01-10 18:00:00,South Africa,26162.241,2008.874
2020-01-10 19:00:00,South Africa,27246.373,1774.969
2020-01-10 20:00:00,South Africa,26848.177,1718.283
2020-01-10 21:00:00,South Africa,24923.049,1661.433
2020-01-10 22:00:00,South Africa,23538.436,1294.161
2020-01-10 23:00:00,South Africa,22465.621,1125.622
2020-01-11 00:00:00,South Africa,21742.4,958.399
2020-01-11 01:00:00,South Africa,21614.17,839.736
2020-01-11 02:00:00,South Africa,21397.07,672.35
2020-01-11 03:00:00,South Africa,21567.78,590.13
2020-01-11 04:00:00,South Africa,21816.32,621.954
2020-01-11 05:00:00,South Africa,22266.8,681.632
2020-01-11 06:00:00,South Africa,22981.56,945.996
2020-01-11 07:00:00,South Africa,23911.79,1393.552
2020-01-11 08:00:00,South Africa,25063.39,1827.882
2020-01-11 09:00:00,South Africa,25364.6,2039.928
2020-01-11 10:00:00,South Africa,25447.14,2139.705
2020-01-11 11:00:00,South Africa,25419.1,2064.363
2020-01-11 12:00:00,South Africa,25317.73,2041.218
2020-01-11 13:00:00,South Africa,25091.31,1919.886
2020-01-11 14:00:00,South Africa,24598.63,2044.178
2020-01-11 15:00:00,South Africa,24855.29,1950.114
2020-01-11 16:00:00,South Africa,24667.33,1939.388
2020-01-11 17:00:00,South Africa,24942.44,1727.742
2020-01-11 18:00:00,South Africa,25442.67,1511.986
2020-01-11 19:00:00,South Africa,26670.8,1274.298
2020-01-11 20:00:00,South Africa,26120.73,1258.388
2020-01-11 21:00:00,South Africa,24265.8,1325.875
2020-01-11 22:00:00,South Africa,23042.47,1072.508
2020-01-11 23:00:00,South Africa,21710.82,1001.388
2020-01-12 00:00:00,South Africa,21153.05,963.085
2020-01-12 01:00:00,South Africa,20538.07,994.94
2020-01-12 02:00:00,South Africa,20254.83,1027.651
2020-01-12 03:00:00,South Africa,20358.42,1025.319
2020-01-12 04:00:00,South Africa,20670.32,942.83
2020-01-12 05:00:00,South Africa,21114.67,978.169
2020-01-12 06:00:00,South Africa,22176.89,948.244
2020-01-12 07:00:00,South Africa,23463.99,1213.231
2020-01-12 08:00:00,South Africa,24447.54,1628.627
2020-01-12 09:00:00,South Africa,24854.2,1863.731
2020-01-12 10:00:00,South Africa,24487.9,2061.739
2020-01-12 11:00:00,South Africa,24385.03,2149.95
2020-01-12 12:00:00,South Africa,24342.61,2215.469
2020-01-12 13:00:00,South Africa,24057.15,2193.511
2020-01-12 14:00:00,South Africa,23615.91,2215.546
2020-01-12 15:00:00,South Africa,23611.3,2194.76
2020-01-12 16:00:00,South Africa,23931.69,2136.383
2020-01-12 17:00:00,South Africa,24230.94,1995.251
2020-01-12 18:00:00,South Africa,24799.54,1727.646
2020-01-12 19:00:00,South Africa,25990.71,1667.033
2020-01-12 20:00:00,South Africa,25669.51,1503.637
2020-01-12 21:00:00,South Africa,24096.49,1433.234
2020-01-12 22:00:00,South Africa,22797.22,1124.709
2020-01-12 23:00:00,South Africa,21608.16,1018.168
2020-01-13 00:00:00,South Africa,20964.23,842.045
2020-01-13 01:00:00,South Africa,20800.97,741.467
2020-01-13 02:00:00,South Africa,20932.85,604.792
2020-01-13 03:00:00,South Africa,21051.63,522.411
2020-01-13 04:00:00,South Africa,22147.6,484.893
2020-01-13 05:00:00,South Africa,23522.35,490.64
2020-01-13 06:00:00,South Africa,24688.41,679.623
2020-01-13 07:00:00,South Africa,25364.03,1114.193
2020-01-13 08:00:00,South Africa,26379.74,1570.91
2020-01-13 09:00:00,South Africa,26828.96,1764.273
2020-01-13 10:00:00,South Africa,26919.61,1954.452
2020-01-13 11:00:00,South Africa,26853.68,2089.707
2020-01-13 12:00:00,South Africa,26820.09,2118.291
2020-01-13 13:00:00,South Africa,26786.05,2199.732
2020-01-13 14:00:00,South Africa,26675.19,2290.734
2020-01-13 15:00:00,South Africa,26839.88,2348.429
2020-01-13 16:00:00,South Africa,27126.62,2293.874
2020-01-13 17:00:00,South Africa,27195.51,2070.666
2020-01-13 18:00:00,South Africa,27249.91,1930.048
2020-01-13 19:00:00,South Africa,27957.6,1885.231
2020-01-13 20:00:00,South Africa,27211.14,1656.829
2020-01-13 21:00:00,South Africa,25265.58,1597.694
2020-01-13 22:00:00,South Africa,23684.56,1247.663
2020-01-13 23:00:00,South Africa,22578.25,1029.248
2020-01-14 00:00:00,South Africa,21929.48,832.756
2020-01-14 01:00:00,South Africa,21883.2,678.54
2020-01-14 02:00:00,South Africa,21838.67,591.917
2020-01-14 03:00:00,South Africa,21966.09,562.785
2020-01-14 04:00:00,South Africa,22854.42,478.325
2020-01-14 05:00:00,South Africa,24544.89,384.709
2020-01-14 06:00:00,South Africa,25326.34,601.259
2020-01-14 07:00:00,South Africa,25827.63,965.414
2020-01-14 08:00:00,South Africa,26440.12,1441.706
2020-01-14 09:00:00,South Africa,26644.57,1687.99
2020-01-14 10:00:00,South Africa,26508.45,1858.887
2020-01-14 11:00:00,South Africa,26423.5,1972.561
2020-01-14 12:00:00,South Africa,26359.94,2070.593
2020-01-14 13:00:00,South Africa,26562.864,2030.118
2020-01-14 14:00:00,South Africa,26748.738,1934.111
2020-01-14 15:00:00,South Africa,26970.017,1836.106
2020-01-14 16:00:00,South Africa,27262.954,1630.074
2020-01-14 17:00:00,South Africa,27087.606,1691.347
2020-01-14 18:00:00,South Africa,27133.72,1584.107
2020-01-14 19:00:00,South Africa,28311.735,1417.355
2020-01-14 20:00:00,South Africa,27797.898,1340.533
2020-01-14 21:00:00,South Africa,25597.909,1316.348
2020-01-14 22:00:00,South Africa,23916.806,1036.222
2020-01-14 23:00:00,South Africa,22741.33,873.853
2020-01-15 00:00:00,South Africa,22237.45,765.64
2020-01-15 01:00:00,South Africa,22124.62,724.001
2020-01-15 02:00:00,South Africa,21931.56,619.881
2020-01-15 03:00:00,South Africa,22180.38,462.891
2020-01-15 04:00:00,South Africa,23438.46,413.739
2020-01-15 05:00:00,South Africa,25913.59,450.641
2020-01-15 06:00:00,South Africa,26600.7,538.142
2020-01-15 07:00:00,South Africa,25555.58,885.719
2020-01-15 08:00:00,South Africa,25648.9,1521.233
2020-01-15 09:00:00,South Africa,26018.11,1789.301
2020-01-15 10:00:00,South Africa,26354.24,1864.072
2020-01-15 11:00:00,South Africa,26592.45,1869.945
2020-01-15 12:00:00,South Africa,26573.56,1843.917
2020-01-15 13:00:00,South Africa,26547.27,1746.495
2020-01-15 14:00:00,South Africa,26971.09,1642.184
2020-01-15 15:00:00,South Africa,27295.79,1664.363
2020-01-15 16:00:00,South Africa,27135.02,1660.579
2020-01-15 17:00:00,South Africa,27108.46,1582.479
2020-01-15 18:00:00,South Africa,27477.07,1346.082
2020-01-15 19:00:00,South Africa,28762.56,1131.262
2020-01-15 20:00:00,South Africa,28123.21,1139.013
2020-01-15 21:00:00,South Africa,26145.76,1174.026
2020-01-15 22:00:00,South Africa,24543.62,850.405
2020-01-15 23:00:00,South Africa,23361.55,734.754
2020-01-16 00:00:00,South Africa,22532.68,673.716
2020-01-16 01:00:00,South Africa,22408.58,613.074
2020-01-16 02:00:00,South Africa,22313.89,477.623
2020-01-16 03:00:00,South Africa,22506.34,401.077
2020-01-16 04:00:00,South Africa,23674.99,373.01
2020-01-16 05:00:00,South Africa,26314.47,335.841
2020-01-16 06:00:00,South Africa,26762.32,509.004
2020-01-16 07:00:00,South Africa,26055.66,945.582
2020-01-16 08:00:00,South Africa,26468.36,1471.618
2020-01-16 09:00:00,South Africa,26383.76,1772.538
2020-01-16 10:00:00,South Africa,26326.05,1896.451
2020-01-16 11:00:00,South Africa,26591.1,1954.776
2020-01-16 12:00:00,South Africa,26442.83,1947.626
2020-01-16 13:00:00,South Africa,26271.94,1800.348
2020-01-16 14:00:00,South Africa,26681.93,1932.513
2020-01-16 15:00:00,South Africa,27351.46,1881.415
2020-01-16 16:00:00,South Africa,27385.34,1729.827
2020-01-16 17:00:00,South Africa,27479.99,1537.874
2020-01-16 18:00:00,South Africa,27618.33,1315.747
2020-01-16 19:00:00,South Africa,28978.78,1216.654
2020-01-16 20:00:00,South Africa,28413.18,1196.676
2020-01-16 21:00:00,South Africa,26105.8,1253.229
2020-01-16 22:00:00,South Africa,24293.97,1048.996
2020-01-16 23:00:00,South Africa,23111.49,1041.697
2020-01-17 00:00:00,South Africa,22477.59,1018.581
2020-01-17 01:00:00,South Africa,22316.49,908.513
2020-01-17 02:00:00,South Africa,22267.52,799.118
2020-01-17 03:00:00,South Africa,22617.12,644.188
2020-01-17 04:00:00,South Africa,23711.78,596.804
2020-01-17 05:00:00,South Africa,26241.33,668.332
2020-01-17 06:00:00,South Africa,26827.85,749.482
2020-01-17 07:00:00,South Africa,26467.76,985.376
2020-01-17 08:00:00,South Africa,27147.56,1492.077
2020-01-17 09:00:00,South Africa,27125.07,1875.855
2020-01-17 10:00:00,South Africa,26860.15,2228.205
2020-01-17 11:00:00,South Africa,26746.46,2370.907
2020-01-17 12:00:00,South Africa,26972.739,2334.485
2020-01-17 13:00:00,South Africa,26676.774,2357.405
2020-01-17 14:00:00,South Africa,26625.407,2289.361
2020-01-17 15:00:00,South Africa,26614.017,2263.96
2020-01-17 16:00:00,South Africa,26372.921,2125.492
2020-01-17 17:00:00,South Africa,26484.783,1895.123
2020-01-17 18:00:00,South Africa,26317.497,1914.677
2020-01-17 19:00:00,South Africa,27383.798,1938.529
2020-01-17 20:00:00,South Africa,27090.778,1740.463
2020-01-17 21:00:00,South Africa,25201.506,1728.806
2020-01-17 22:00:00,South Africa,24207.13,1601.672
2020-01-17 23:00:00,South Africa,23079.27,1506.58
2020-01-18 00:00:00,South Africa,22308.57,1447.268
2020-01-18 01:00:00,South Africa,21828.15,1458.033
2020-01-18 02:00:00,South Africa,21551.73,1373.987
2020-01-18 03:00:00,South Africa,21379.15,1439.422
2020-01-18 04:00:00,South Africa,21576.11,1418.239
2020-01-18 05:00:00,South Africa,22296.84,1210.62
2020-01-18 06:00:00,South Africa,23151.99,1116.153
2020-01-18 07:00:00,South Africa,24853.48,978.003
2020-01-18 08:00:00,South Africa,26144.65,1153.314
2020-01-18 09:00:00,South Africa,26565.454,1472.841
2020-01-18 10:00:00,South Africa,26184.829,1884.729
2020-01-18 11:00:00,South Africa,25889.545,2069.93
2020-01-18 12:00:00,South Africa,25658.478,2292.576
2020-01-18 13:00:00,South Africa,25522.718,2267.903
2020-01-18 14:00:00,South Africa,25077.635,2288.502
2020-01-18 15:00:00,South Africa,25046.753,2097.811
2020-01-18 16:00:00,South Africa,25195.69,1896.029
2020-01-18 17:00:00,South Africa,25416.811,1925.353
2020-01-18 18:00:00,South Africa,25832.264,1798.3
2020-01-18 19:00:00,South Africa,26393.971,1679.003
2020-01-18 20:00:00,South Africa,25655.19,1528.387
2020-01-18 21:00:00,South Africa,23815.221,1503.349
2020-01-18 22:00:00,South Africa,22701.41,1198.969
2020-01-18 23:00:00,South Africa,21709.74,1160.751
2020-01-19 00:00:00,South Africa,21088.49,1005.493
2020-01-19 01:00:00,South Africa,20751.38,993.062
2020-01-19 02:00:00,South Africa,20500.16,967.093
2020-01-19 03:00:00,South Africa,20531.57,938.29
2020-01-19 04:00:00,South Africa,20602.91,1053.326
2020-01-19 05:00:00,South Africa,20950.95,1131.482
2020-01-19 06:00:00,South Africa,21947.372,1183.636
2020-01-19 07:00:00,South Africa,23209.739,1478.401
2020-01-19 08:00:00,South Africa,24203.636,1939.11
2020-01-19 09:00:00,South Africa,24531.021,2289.0
2020-01-19 10:00:00,South Africa,24281.027,2532.078
2020-01-19 11:00:00,South Africa,24315.642,2675.17
2020-01-19 12:00:00,South Africa,24126.344,2822.691
2020-01-19 13:00:00,South Africa,23829.822,2863.465
2020-01-19 14:00:00,South Africa,23465.055,2884.543
2020-01-19 15:00:00,South Africa,23542.836,2921.329
2020-01-19 16:00:00,South Africa,23835.139,2754.182
2020-01-19 17:00:00,South Africa,24281.198,2534.642
2020-01-19 18:00:00,South Africa,25013.439,2306.711
2020-01-19 19:00:00,South Africa,25796.625,2111.22
2020-01-19 20:00:00,South Africa,25371.88,2112.471
2020-01-19 21:00:00,South Africa,23147.581,2093.939
2020-01-19 22:00:00,South Africa,21632.013,1738.671
2020-01-19 23:00:00,South Africa,20663.21,1490.898
2020-01-20 00:00:00,South Africa,20235.05,1478.347
2020-01-20 01:00:00,South Africa,19989.94,1477.307
2020-01-20 02:00:00,South Africa,19667.47,1465.285
2020-01-20 03:00:00,South Africa,20053.95,1446.239
2020-01-20 04:00:00,South Africa,21327.17,1351.365
2020-01-20 05:00:00,South Africa,24498.21,1370.54
2020-01-20 06:00:00,South Africa,25573.79,1529.433
2020-01-20 07:00:00,South Africa,24685.43,1784.767
2020-01-20 08:00:00,South Africa,25103.5,2262.282
2020-01-20 09:00:00,South Africa,25416.3,2525.423
2020-01-20 10:00:00,South Africa,25377.78,2658.981
2020-01-20 11:00:00,South Africa,25319.62,2787.779
2020-01-20 12:00:00,South Africa,25227.14,2748.652
2020-01-20 13:00:00,South Africa,25060.01,2826.0
2020-01-20 14:00:00,South Africa,25289.6,2696.103
2020-01-20 15:00:00,South Africa,25686.16,2593.253
2020-01-20 16:00:00,South Africa,25932.02,2567.615
2020-01-20 17:00:00,South Africa,26346.83,2272.041
2020-01-20 18:00:00,South Africa,26881.09,2025.313
2020-01-20 19:00:00,South Africa,28130.31,1828.286
2020-01-20 20:00:00,South Africa,27122.98,1792.34
2020-01-20 21:00:00,South Africa,24914.7,1616.176
2020-01-20 22:00:00,South Africa,23313.83,1181.747
2020-01-20 23:00:00,South Africa,22431.72,851.21
2020-01-21 00:00:00,South Africa,22107.15,641.054
2020-01-21 01:00:00,South Africa,21771.11,535.673
2020-01-21 02:00:00,South Africa,21759.78,442.194
2020-01-21 03:00:00,South Africa,22035.44,414.736
2020-01-21 04:00:00,South Africa,23305.62,478.323
2020-01-21 05:00:00,South Africa,26260.21,580.36
2020-01-21 06:00:00,South Africa,26969.09,815.975
2020-01-21 07:00:00,South Africa,25716.09,1205.685
2020-01-21 08:00:00,South Africa,25990.16,1690.112
2020-01-21 09:00:00,South Africa,25733.19,1994.725
2020-01-21 10:00:00,South Africa,25807.55,2275.544
2020-01-21 11:00:00,South Africa,25536.564,2394.538
2020-01-21 12:00:00,South Africa,25338.994,2348.631
2020-01-21 13:00:00,South Africa,25325.65,2371.497
2020-01-21 14:00:00,South Africa,25544.21,2368.033
2020-01-21 15:00:00,South Africa,26110.14,2435.58
2020-01-21 16:00:00,South Africa,26546.33,2338.073
2020-01-21 17:00:00,South Africa,26771.65,2074.178
2020-01-21 18:00:00,South Africa,27330.62,1833.71
2020-01-21 19:00:00,South Africa,28361.82,1545.292
2020-01-21 20:00:00,South Africa,27654.99,1399.652
2020-01-21 21:00:00,South Africa,25597.4,1181.011
2020-01-21 22:00:00,South Africa,23748.81,803.066
2020-01-21 23:00:00,South Africa,22476.55,596.563
